,DistrictA,DistrictB,distance_between,spatial_relation
717,D14,D42,133980.03690992563,southwestern
718,D14,D43,138181.01572595927,southwestern
719,D14,D44,158927.79344455703,southwestern
720,D14,D45,141217.3726581528,southwestern
721,D14,D46,124258.97259500787,southwestern
722,D14,D47,119335.97813326491,southwestern
723,D14,D48,79058.41385860194,western
724,D14,D49,97205.46286746695,southwestern
725,D14,D50,24408.67443499242,western
726,D14,D51,57294.42927434914,western
727,D14,D52,70990.89295178484,western
728,D15,D1,0.0,southwestern
729,D15,D2,79083.64497227345,western
730,D15,D3,35563.0206019015,southwestern
731,D15,D4,64228.94838684025,western
732,D15,D5,77579.93210671216,western
733,D15,D6,39131.89249788086,southern
734,D15,D7,42901.22038628867,western
735,D15,D8,0.0,southern
736,D15,D9,28458.131520467992,western
737,D15,D10,42349.265576164486,western
738,D15,D11,71264.90667272807,western
739,D15,D12,56544.29216372664,western
740,D15,D13,0.0,northeastern
741,D15,D14,33113.409099345736,northern
742,D15,D15,0.0,western
743,D15,D16,5846.33905822902,southern
744,D15,D17,0.0,eastern
745,D15,D18,19999.814114344874,northern
746,D15,D19,0.0,northwestern
747,D15,D20,127809.11157527103,southern
748,D15,D21,113517.87974215175,western
749,D15,D22,168519.25766497737,western
750,D15,D23,123769.6364162572,southern
751,D15,D24,149798.1292499317,western
752,D15,D25,94450.96347530001,southwestern
753,D15,D26,146259.02401635962,western
754,D15,D27,72881.77368574335,southwestern
755,D15,D28,94635.32464172406,southwestern
756,D15,D29,108911.43774987341,western
757,D15,D30,139760.6067133139,southwestern
758,D15,D31,90397.20472023862,western
759,D15,D32,111247.50899135959,western
760,D15,D33,87858.62239479502,western
761,D15,D34,125155.18586951369,western
762,D15,D35,129129.68343389565,western
763,D15,D36,104852.06027256773,western
764,D15,D37,133000.93846740696,western
765,D15,D38,93168.14731965495,western
766,D15,D39,101015.69341793067,western
767,D15,D40,140716.90201707755,western
768,D15,D41,101224.9183498009,western
769,D15,D42,93800.05439446299,western
770,D15,D43,104740.71083072363,western
771,D15,D44,120927.28336527309,western
772,D15,D45,112065.19558927655,western
773,D15,D46,98688.56572862,western
774,D15,D47,89026.09161814253,western
775,D15,D48,85514.45366621489,western
776,D15,D49,65585.37400083184,western
777,D15,D50,47907.71974778217,northwestern
778,D15,D51,47759.96765464368,western
779,D15,D52,45986.934906654664,western
780,D16,D1,45281.11427903713,northern
781,D16,D2,88576.1413518959,northern
782,D16,D3,85076.69058628617,northern
783,D16,D4,84274.22537009885,northern
784,D16,D5,88694.83611867792,northern
785,D16,D6,79648.29677569612,southwestern
786,D16,D7,65671.91522648981,northern
787,D16,D8,21433.577245381985,southwestern
788,D16,D9,41478.331885994514,northern
789,D16,D10,54603.96496219222,northern
790,D16,D11,86589.9289830021,northern
791,D16,D12,69362.62873689496,northern
792,D16,D13,0.0,northern
793,D16,D14,14185.471924092219,northern
794,D16,D15,5846.33905822902,northern
795,D16,D16,0.0,western
796,D16,D17,24931.883953508244,northern
797,D16,D18,0.0,northern
798,D16,D19,0.0,northern
799,D16,D20,149417.353707795,southwestern
800,D16,D21,139303.18338325183,northern
801,D16,D22,188001.8944525766,northern
802,D16,D23,158200.42166951246,southwestern
803,D16,D24,165752.9980961001,northern
804,D16,D25,130259.34155488876,northern
805,D16,D26,167923.09144596005,northern
806,D16,D27,105302.12768386057,northern
807,D16,D28,119073.43304288508,northern
808,D16,D29,132508.70265281,northern
809,D16,D30,168329.23313148305,northern
810,D16,D31,113069.1902561711,northern
811,D16,D32,126242.18571007508,northern
812,D16,D33,105754.49929777606,northern
813,D16,D34,134456.3008587888,northern
814,D16,D35,129053.60903191374,northern
815,D16,D36,112858.285518717,northern
816,D16,D37,141762.40314126623,northern
817,D16,D38,103437.57464467296,northern
818,D16,D39,103052.1601017675,northern
819,D16,D40,152794.04387277926,northern
820,D16,D41,121708.76445112615,northern
821,D16,D42,107572.7961425361,northern
822,D16,D43,114350.20072732812,northern
823,D16,D44,134810.63583146074,northern
824,D16,D45,119327.37091339914,northern
825,D16,D46,103551.45537396603,northern
826,D16,D47,96406.30489623532,northern
827,D16,D48,76448.86945035183,northern
828,D16,D49,73107.95244252232,northern
829,D16,D50,29410.71406668292,northern
830,D16,D51,41830.94221736289,northern
831,D16,D52,50908.048837304734,northern
832,D17,D1,0.0,southwestern
833,D17,D2,111518.07949041594,western
834,D17,D3,50978.09008658925,southwestern
835,D17,D4,92675.90442102155,western
836,D17,D5,108098.29745915077,western
837,D17,D6,63377.44357212101,southern
838,D17,D7,71013.76921848599,western
839,D17,D8,23947.596742382117,southern
840,D17,D9,64811.87688016796,western
841,D17,D10,73298.09527926662,western
842,D17,D11,100203.8397562977,western
843,D17,D12,87827.94256260202,western
844,D17,D13,0.0,northwestern
845,D17,D14,30729.874620923016,northwestern
846,D17,D15,0.0,western
847,D17,D16,24931.883953508244,southern
848,D17,D17,0.0,western
849,D17,D18,26997.546858182835,northwestern
850,D17,D19,14310.919940986052,western
851,D17,D20,153329.30081578527,southern
852,D17,D21,138898.81325311871,western
853,D17,D22,194951.54566583235,western
854,D17,D23,147481.29215927725,southern
855,D17,D24,177225.16988701487,western
856,D17,D25,116838.834790025,southwestern
857,D17,D26,171927.77174005855,western
858,D17,D27,97262.10641704036,western
859,D17,D28,120423.77945799218,western
860,D17,D29,135101.7547500286,western
861,D17,D30,164659.66918977603,southwestern
862,D17,D31,117343.94793998485,western
863,D17,D32,139604.19101031305,western
864,D17,D33,115379.10440071036,western
865,D17,D34,154298.69324586916,western
866,D17,D35,165746.25057758795,western
867,D17,D36,137001.3031407012,western
868,D17,D37,161541.43275373342,western
869,D17,D38,123238.6696601484,western
870,D17,D39,137487.0686814855,western
871,D17,D40,169206.17658157216,western
872,D17,D41,128115.79823079998,western
873,D17,D42,122613.5904853793,western
874,D17,D43,135406.61571431757,western
875,D17,D44,148453.75519625118,western
876,D17,D45,144376.73601837663,western
877,D17,D46,132153.10514235697,western
878,D17,D47,121602.7838744771,western
879,D17,D48,118166.23049771023,western
880,D17,D49,100324.46693060487,western
881,D17,D50,71937.0387726038,western
882,D17,D51,81684.06785226059,western
883,D17,D52,83779.92534828355,western
884,D18,D1,58324.51558293599,southern
885,D18,D2,99456.63688115237,southwestern
886,D18,D3,101599.54930173563,southern
887,D18,D4,98129.88551926985,southwestern
888,D18,D5,100057.87332120855,southwestern
889,D18,D6,97910.30233563764,southern
890,D18,D7,80518.40878235559,southwestern
891,D18,D8,39267.67770309557,southern
892,D18,D9,55469.16214306356,southwestern
893,D18,D10,65596.36378782903,southwestern
894,D18,D11,99563.71946172901,southwestern
895,D18,D12,81578.81072822145,southwestern
896,D18,D13,0.0,southeastern
897,D18,D14,0.0,northeastern
898,D18,D15,19999.814114344874,southern
899,D18,D16,0.0,southern
900,D18,D17,26997.546858182835,southeastern
901,D18,D18,0.0,western
902,D18,D19,0.0,southwestern
903,D18,D20,162365.05926625823,southern
904,D18,D21,153067.6229521318,southwestern
905,D18,D22,200029.55067498542,southwestern
906,D18,D23,173315.41678904116,southern
907,D18,D24,177168.21798214194,southwestern
908,D18,D25,145619.3081151257,southwestern
909,D18,D26,179702.4061130157,southwestern
910,D18,D27,119205.8659880763,southwestern
911,D18,D28,132869.97263016822,southwestern
912,D18,D29,145927.55003435133,southwestern
913,D18,D30,182328.22789035743,southwestern
914,D18,D31,126727.01488655744,southwestern
915,D18,D32,138039.39191972057,southwestern
916,D18,D33,118620.41872047531,southwestern
917,D18,D34,144549.95884183966,western
918,D18,D35,134605.9929932199,western
919,D18,D36,122464.3113508525,western
920,D18,D37,151084.92096642184,western
921,D18,D38,114394.56378286512,southwestern
922,D18,D39,110421.15993957438,western
923,D18,D40,163585.0165300266,southwestern
924,D18,D41,134587.7359845896,southwestern
925,D18,D42,119484.46657384868,southwestern
926,D18,D43,124909.78973289214,southwestern
927,D18,D44,145593.48792928172,southwestern
928,D18,D45,128820.8028306228,western
929,D18,D46,112295.89633469647,western
930,D18,D47,106428.39914266877,western
931,D18,D48,77588.30299480289,western
932,D18,D49,83568.20651895335,western
933,D18,D50,26243.17578439195,western
934,D18,D51,47135.378406630545,western
935,D18,D52,60503.115767197654,western
936,D19,D1,29492.58930792761,southern
937,D19,D2,70109.86062471256,western
938,D19,D3,63477.806995842344,southern
939,D19,D4,62902.01048495257,southwestern
940,D19,D5,69967.41442917075,western
941,D19,D6,55690.62629904109,southern
942,D19,D7,42981.88986008328,southwestern
943,D19,D8,0.0,southern
944,D19,D9,20870.162307632196,southwestern
945,D19,D10,34993.85872745276,southwestern
946,D19,D11,66302.7015240917,southwestern
947,D19,D12,49700.4017612854,southwestern
948,D19,D13,0.0,eastern
949,D19,D14,16530.182647362082,northeastern
950,D19,D15,0.0,southeastern
951,D19,D16,0.0,southern
952,D19,D17,14310.919940986052,eastern
953,D19,D18,0.0,northeastern
954,D19,D19,0.0,western
955,D19,D20,128612.79240098185,southern
956,D19,D21,117297.85482427025,southwestern
957,D19,D22,167964.89705980793,southwestern
958,D19,D23,133955.05425285254,southern
959,D19,D24,146650.07861167268,western
960,D19,D25,105893.27892891916,southwestern
961,D19,D26,148286.66782726583,southwestern
962,D19,D27,83144.65018443849,southwestern
963,D19,D28,97249.34664764712,southwestern
964,D19,D29,111216.59599108077,southwestern
965,D19,D30,145685.3574257876,southwestern
966,D19,D31,91504.80643098372,southwestern
967,D19,D32,106867.18345176092,southwestern
968,D19,D33,85340.63399196867,southwestern
969,D19,D34,116430.5941669637,western
970,D19,D35,109584.33312506312,western
971,D19,D36,95102.41476359646,western
972,D19,D37,124160.51656368894,western
973,D19,D38,84919.66010193218,western
974,D19,D39,84788.27118903612,western
975,D19,D40,134165.02426486913,western
976,D19,D41,101137.80583497719,southwestern
977,D19,D42,88287.30586401519,southwestern
978,D19,D43,96077.23696731031,western
979,D19,D44,116247.21822992577,southwestern
980,D19,D45,101722.92504482994,western
981,D19,D46,86046.72478854896,western
982,D19,D47,78760.03981059851,western
983,D19,D48,55321.39357851244,western
984,D19,D49,55127.52562497914,western
985,D19,D50,8877.958985432373,western
986,D19,D51,22573.18510665086,western
987,D19,D52,33295.759721058166,western
988,D20,D1,78576.66863325755,northern
989,D20,D2,55205.0758291496,northern
990,D20,D3,56843.86898598229,northern
991,D20,D4,49445.528514290476,northern
992,D20,D5,47009.427461349864,northern
993,D20,D6,53149.93496400931,eastern
994,D20,D7,44354.840689068275,northern
995,D20,D8,85535.1739384632,northeastern
996,D20,D9,87896.64591866563,northern
997,D20,D10,63218.34684103104,northern
998,D20,D11,37658.353365339884,northern
999,D20,D12,60563.13074891282,northern
1000,D20,D13,158258.0002411445,northern
1001,D20,D14,177341.4340424352,northern
1002,D20,D15,127809.11157527103,northern
1003,D20,D16,149417.353707795,northeastern
1004,D20,D17,153329.30081578527,northern
1005,D20,D18,162365.05926625823,northern
1006,D20,D19,128612.79240098185,northern
1007,D20,D20,0.0,western
1008,D20,D21,0.0,northern
1009,D20,D22,14035.161008395218,northern
1010,D20,D23,4223.619330522079,southeastern
1011,D20,D24,1394.6348562756255,northern
1012,D20,D25,0.0,northern
1013,D20,D26,0.0,northern
1014,D20,D27,24466.65718174679,northern
1015,D20,D28,10575.207162434197,northern
1016,D20,D29,5692.348817888398,northern
1017,D20,D30,0.0,northern
1018,D20,D31,24601.76862017697,northern
1019,D20,D32,8888.842484350012,northern
1020,D20,D33,24668.206466205927,northern
1021,D20,D34,25314.174135382862,northern
1022,D20,D35,36701.933529270966,northern
1023,D20,D36,42791.96056223931,northern
1024,D20,D37,18150.593448645614,northern
1025,D20,D38,33231.30141429525,northern
1026,D20,D39,36731.00050831401,northern
1027,D20,D40,5665.596893349544,northern
1028,D20,D41,15005.910569502237,northern
1029,D20,D42,4775.0769819183315,northern
1030,D20,D43,31985.845366211117,northern
1031,D20,D44,0.0,northern
1032,D20,D45,29873.835668734897,northern
1033,D20,D46,49212.486784000255,northern
1034,D20,D47,50935.98687478908,northern
1035,D20,D48,73996.1651902854,northern
1036,D20,D49,54399.81572118136,northern
1037,D20,D50,113715.97268704444,northern
1038,D20,D51,103153.35149886619,northern
1039,D20,D52,79589.70155949889,northern
1040,D21,D1,63534.08480058227,eastern
1041,D21,D2,50947.75608498244,northern
1042,D21,D3,46820.70065634511,eastern
1043,D21,D4,38963.25612663926,northeastern
1044,D21,D5,42282.27703243435,northeastern
1045,D21,D6,41143.71149655796,southern
1046,D21,D7,30265.51697975527,northeastern
1047,D21,D8,73732.0197096657,southern
1048,D21,D9,79037.96981527943,northeastern
1049,D21,D10,52978.305081429404,northeastern
1050,D21,D11,29773.366335573628,northeastern
1051,D21,D12,52230.57092167539,northeastern
1052,D21,D13,147106.86210309883,northeastern
1053,D21,D14,168825.6758388808,northeastern
1054,D21,D15,113517.87974215175,eastern
1055,D21,D16,139303.18338325183,southern
1056,D21,D17,138898.81325311871,eastern
1057,D21,D18,153067.6229521318,northeastern
1058,D21,D19,117297.85482427025,northeastern
1059,D21,D20,0.0,southern
1060,D21,D21,0.0,western
1061,D21,D22,34575.98377537217,western
1062,D21,D23,6631.880093764195,southern
1063,D21,D24,20699.394286532774,western
1064,D21,D25,0.0,southeastern
1065,D21,D26,12899.254959641083,western
1066,D21,D27,8713.241062315785,eastern
1067,D21,D28,0.0,eastern
1068,D21,D29,0.0,northern
1069,D21,D30,7362.44334971612,southwestern
1070,D21,D31,14808.196610758447,northeastern
1071,D21,D32,4622.745203187308,northwestern
1072,D21,D33,17038.327858518438,northeastern
1073,D21,D34,27106.174543699686,northwestern
1074,D21,D35,43629.714442572535,northwestern
1075,D21,D36,40488.70250938237,northern
1076,D21,D37,23071.62300401151,northwestern
1077,D21,D38,29806.44119667301,northern
1078,D21,D39,37089.12460286869,northwestern
1079,D21,D40,18981.264051398488,western
1080,D21,D41,9140.767055805507,northeastern
1081,D21,D42,0.0,northern
1082,D21,D43,29589.404023925275,northern
1083,D21,D44,0.0,northwestern
1084,D21,D45,29002.624203457897,northwestern
1085,D21,D46,46181.860154626316,northern
1086,D21,D47,46945.2485854581,northern
1087,D21,D48,71635.16333196683,northern
1088,D21,D49,51003.43802416082,northern
1089,D21,D50,109670.25669374762,northeastern
1090,D21,D51,98488.30603998233,northeastern
1091,D21,D52,75080.28203854938,northeastern
1092,D22,D1,119504.67839614919,eastern
1093,D22,D2,89608.32440528832,northeastern
1094,D22,D3,103570.13225052944,eastern
1095,D22,D4,89497.28118343177,northeastern
1096,D22,D5,82973.18585686357,northeastern
1097,D22,D6,98892.58648966417,southern
1098,D22,D7,84872.23835777878,eastern
1099,D22,D8,125736.62570947906,southern
1100,D22,D9,126087.2081096482,northeastern
1101,D22,D10,102561.26098574586,northeastern
1102,D22,D11,75930.52370346984,northeastern
1103,D22,D12,97914.37444186698,northeastern
1104,D22,D13,197673.25923778323,northeastern
1105,D22,D14,213905.27894820747,northeastern
1106,D22,D15,168519.25766497737,eastern
1107,D22,D16,188001.8944525766,southern
1108,D22,D17,194951.54566583235,eastern
1109,D22,D18,200029.55067498542,northeastern
1110,D22,D19,167964.89705980793,northeastern
1111,D22,D20,14035.161008395218,southern
1112,D22,D21,34575.98377537217,eastern
1113,D22,D22,0.0,western
1114,D22,D23,43112.05751814257,southern
1115,D22,D24,0.0,northern
1116,D22,D25,31378.700465712045,eastern
1117,D22,D26,0.0,eastern
1118,D22,D27,66269.71956118809,eastern
1119,D22,D28,53142.29160202038,eastern
1120,D22,D29,46115.310880974204,eastern
1121,D22,D30,0.0,southeastern
1122,D22,D31,65140.7318018936,northeastern
1123,D22,D32,44899.95573246717,northeastern
1124,D22,D33,63051.476086907714,northeastern
1125,D22,D34,43313.7244261474,northeastern
1126,D22,D35,45340.78636349919,northern
1127,D22,D36,70353.83539229752,northeastern
1128,D22,D37,24165.601295967695,northern
1129,D22,D38,66822.09397585447,northeastern
1130,D22,D39,55067.351420326006,northeastern
1131,D22,D40,19629.32193779747,northeastern
1132,D22,D41,53859.9616677716,northeastern
1133,D22,D42,44099.37389352064,northeastern
1134,D22,D43,62294.65458188986,northeastern
1135,D22,D44,20029.22372936707,northeastern
1136,D22,D45,54674.23055052813,northeastern
1137,D22,D46,78599.88565391615,northeastern
1138,D22,D47,84593.60247524026,northeastern
1139,D22,D48,96336.99168742522,northeastern
1140,D22,D49,84639.98895662886,northeastern
1141,D22,D50,143758.89317447768,northeastern
1142,D22,D51,137652.11687752028,northeastern
1143,D22,D52,113359.13121133792,northeastern
1144,D23,D1,74709.90609721128,northern
1145,D23,D2,81072.72958444004,northern
1146,D23,D3,46597.791488184426,northern
1147,D23,D4,61156.87041620292,northern
1148,D23,D5,71113.74026921389,northern
1149,D23,D6,46191.423024726806,northeastern
1150,D23,D7,44873.129456976225,northern
1151,D23,D8,91534.75510316103,northeastern
1152,D23,D9,101245.61294776663,northern
1153,D23,D10,74715.16291714962,northern
1154,D23,D11,53336.12922033521,northern
1155,D23,D12,75310.97259077676,northern
1156,D23,D13,161115.81399902492,northern
1157,D23,D14,189787.8097846001,northern
1158,D23,D15,123769.6364162572,northern
1159,D23,D16,158200.42166951246,northeastern
1160,D23,D17,147481.29215927725,northern
1161,D23,D18,173315.41678904116,northern
1162,D23,D19,133955.05425285254,northern
1163,D23,D20,4223.619330522079,northwestern
1164,D23,D21,6631.880093764195,northern
1165,D23,D22,43112.05751814257,northern
1166,D23,D23,0.0,western
1167,D23,D24,51463.69084881927,northern
1168,D23,D25,0.0,northern
1169,D23,D26,22741.40006274828,northern
1170,D23,D27,23554.41865363875,northern
1171,D23,D28,10565.918863253244,northern
1172,D23,D29,27250.961824335747,northern
1173,D23,D30,8089.445798192074,northern
1174,D23,D31,40943.07764377022,northern
1175,D23,D32,41046.564356387105,northern
1176,D23,D33,43525.470457637624,northern
1177,D23,D34,65572.89400131196,northern
1178,D23,D35,82106.96441228196,northern
1179,D23,D36,77219.92734391501,northern
1180,D23,D37,61610.318408074796,northern
1181,D23,D38,64555.026870045775,northern
1182,D23,D39,75271.34970651887,northern
1183,D23,D40,55571.00829331578,northern
1184,D23,D41,37825.852862549844,northern
1185,D23,D42,33609.932976176846,northern
1186,D23,D43,66576.79329286427,northern
1187,D23,D44,35386.901715726504,northern
1188,D23,D45,66516.86049816324,northern
1189,D23,D46,81353.98508521657,northern
1190,D23,D47,78585.5980312349,northern
1191,D23,D48,107557.8553050842,northern
1192,D23,D49,84204.07163904684,northern
1193,D23,D50,137892.97195218943,northern
1194,D23,D51,123247.74426667407,northern
1195,D23,D52,100992.74149388168,northern
1196,D24,D1,102702.15460370468,eastern
1197,D24,D2,66662.7493358164,northeastern
1198,D24,D3,96515.64509994914,eastern
1199,D24,D4,69997.23582358193,eastern
1200,D24,D5,60128.247749198585,eastern
1201,D24,D6,85817.26791727875,southern
1202,D24,D7,67638.48865342513,eastern
1203,D24,D8,105877.86665047178,southern
1204,D24,D9,104060.48107505795,eastern
1205,D24,D10,82010.86542893115,eastern
1206,D24,D11,55245.38785837718,eastern
1207,D24,D12,75264.66775820436,eastern
1208,D24,D13,176269.14304121173,eastern
1209,D24,D14,190966.42909356824,northeastern
1210,D24,D15,149798.1292499317,eastern
1211,D24,D16,165752.9980961001,southern
1212,D24,D17,177225.16988701487,eastern
1213,D24,D18,177168.21798214194,northeastern
1214,D24,D19,146650.07861167268,eastern
1215,D24,D20,1394.6348562756255,southern
1216,D24,D21,20699.394286532774,eastern
1217,D24,D22,0.0,southern
1218,D24,D23,51463.69084881927,southern
1219,D24,D24,0.0,western
1220,D24,D25,40284.01984797909,eastern
1221,D24,D26,0.0,southeastern
1222,D24,D27,54893.14356939152,eastern
1223,D24,D28,36048.0433072737,eastern
1224,D24,D29,29486.55212807607,eastern
1225,D24,D30,36013.450145096846,southeastern
1226,D24,D31,47156.712538801876,eastern
1227,D24,D32,22467.223818533254,eastern
1228,D24,D33,42902.763359813725,eastern
1229,D24,D34,19345.880719258734,northeastern
1230,D24,D35,18354.47788657416,northern
1231,D24,D36,47708.565956468796,northeastern
1232,D24,D37,0.0,northeastern
1233,D24,D38,43922.42675757244,northeastern
1234,D24,D39,30126.625164885147,northeastern
1235,D24,D40,0.0,northeastern
1236,D24,D41,34679.50959493784,eastern
1237,D24,D42,26472.469013982565,eastern
1238,D24,D43,39347.62326881903,northeastern
1239,D24,D44,0.0,eastern
1240,D24,D45,32066.882874047653,northeastern
1241,D24,D46,55867.99493749941,northeastern
1242,D24,D47,61640.78962431069,northeastern
1243,D24,D48,69325.41069023879,northeastern
1244,D24,D49,61569.64283008076,northeastern
1245,D24,D50,119176.83903962164,northeastern
1246,D24,D51,114708.35234638209,northeastern
1247,D24,D52,90442.81571341996,northeastern
1248,D25,D1,46828.161274568585,northeastern
1249,D25,D2,63687.678246611875,northern
1250,D25,D3,13319.068501490468,eastern
1251,D25,D4,35704.03509850183,northeastern
1252,D25,D5,52391.815251899854,northern
1253,D25,D6,15231.544559020715,southern
1254,D25,D7,17763.961947584066,northeastern
1255,D25,D8,63808.70787657751,southern
1256,D25,D9,74969.85502194337,northeastern
1257,D25,D10,50100.88184566528,northeastern
1258,D25,D11,29406.666752063487,northern
1259,D25,D12,52163.15396437687,northern
1260,D25,D13,133156.13214753178,northeastern
1261,D25,D14,162396.97262076812,northeastern
1262,D25,D15,94450.96347530001,northeastern
1263,D25,D16,130259.34155488876,southern
1264,D25,D17,116838.834790025,northeastern
1265,D25,D18,145619.3081151257,northeastern
1266,D25,D19,105893.27892891916,northeastern
1267,D25,D20,0.0,southern
1268,D25,D21,0.0,northwestern
1269,D25,D22,31378.700465712045,western
1270,D25,D23,0.0,southern
1271,D25,D24,40284.01984797909,western
1272,D25,D25,0.0,western
1273,D25,D26,10493.347616584922,western
1274,D25,D27,0.0,northeastern
1275,D25,D28,0.0,northern
1276,D25,D29,15364.919685561554,northwestern
1277,D25,D30,0.0,western
1278,D25,D31,22913.20946741778,northern
1279,D25,D32,31756.674089547018,northwestern
1280,D25,D33,27511.838677392458,northern
1281,D25,D34,55664.73851135094,northwestern
1282,D25,D35,72198.06759377354,northwestern
1283,D25,D36,64495.5779009958,northwestern
1284,D25,D37,51656.72327081344,northwestern
1285,D25,D38,50094.37925163706,northern
1286,D25,D39,65527.27881535853,northwestern
1287,D25,D40,44648.75329270927,northwestern
1288,D25,D41,21791.3692951742,northwestern
1289,D25,D42,24274.65946133463,northwestern
1290,D25,D43,54379.16318325884,northwestern
1291,D25,D44,25449.848656531092,northwestern
1292,D25,D45,55441.14003575188,northwestern
1293,D25,D46,66832.73358882658,northern
1294,D25,D47,62263.629882188936,northern
1295,D25,D48,93072.08894537679,northern
1296,D25,D49,63620.00314531587,northern
1297,D25,D50,116351.57525336133,northern
1298,D25,D51,99970.27461799044,northern
1299,D25,D52,79537.46681274759,northern
1300,D26,D1,96417.6689445657,eastern
1301,D26,D2,69735.66081639023,northeastern
1302,D26,D3,78594.44274568278,eastern
1303,D26,D4,70791.21310189573,northeastern
1304,D26,D5,62743.69247862199,northeastern
1305,D26,D6,73638.90996607553,southern
1306,D26,D7,62718.356114625014,eastern
1307,D26,D8,106265.0218908241,southern
1308,D26,D9,106030.23848457065,northeastern
1309,D26,D10,83154.59550394867,northeastern
1310,D26,D11,56341.06785126032,northeastern
1311,D26,D12,77587.18855970744,northeastern
1312,D26,D13,177973.2899419631,northeastern
1313,D26,D14,193834.55975770438,northeastern
1314,D26,D15,146259.02401635962,eastern
1315,D26,D16,167923.09144596005,southern
1316,D26,D17,171927.77174005855,eastern
1317,D26,D18,179702.4061130157,northeastern
1318,D26,D19,148286.66782726583,northeastern
1319,D26,D20,0.0,southern
1320,D26,D21,12899.254959641083,eastern
1321,D26,D22,0.0,western
1322,D26,D23,22741.40006274828,southern
1323,D26,D24,0.0,northwestern
1324,D26,D25,10493.347616584922,eastern
1325,D26,D26,0.0,western
1326,D26,D27,41825.099526011356,eastern
1327,D26,D28,29979.42014606541,eastern
1328,D26,D29,27213.2522150854,eastern
1329,D26,D30,0.0,southeastern
1330,D26,D31,45919.85072771143,northeastern
1331,D26,D32,24439.848943785884,northeastern
1332,D26,D33,43785.39569542489,northeastern
1333,D26,D34,27189.430197648555,northern
1334,D26,D35,36427.36076973552,northern
1335,D26,D36,51929.321733247285,northeastern
1336,D26,D37,16596.782773433566,northern
1337,D26,D38,46814.08707967581,northeastern
1338,D26,D39,38983.651126802215,northern
1339,D26,D40,4766.340183046042,northern
1340,D26,D41,35268.29247169321,northeastern
1341,D26,D42,26625.779705118992,northeastern
1342,D26,D43,42907.750030853545,northeastern
1343,D26,D44,0.0,northeastern
1344,D26,D45,36708.06026803216,northeastern
1345,D26,D46,59937.62052722574,northeastern
1346,D26,D47,64852.88933498392,northeastern
1347,D26,D48,80473.81589812333,northern
1348,D26,D49,66119.81458956905,northeastern
1349,D26,D50,125881.80975845015,northeastern
1350,D26,D51,118033.01640666106,northeastern
1351,D26,D52,93977.81192273826,northeastern
1352,D27,D1,23544.46038755874,eastern
1353,D27,D2,30324.561035786526,northwestern
1354,D27,D3,4712.730705397919,eastern
1355,D27,D4,5538.663591193283,northern
1356,D27,D5,18821.93951115798,northwestern
1357,D27,D6,0.0,southern
1358,D27,D7,0.0,northeastern
1359,D27,D8,39577.87851412781,southern
1360,D27,D9,45733.850785490475,northeastern
1361,D27,D10,19247.584841943215,northern
1362,D27,D11,0.0,northwestern
1363,D27,D12,19648.259143253665,northern
1364,D27,D13,109955.07895094996,northeastern
1365,D27,D14,135158.7452887738,northeastern
1366,D27,D15,72881.77368574335,northeastern
1367,D27,D16,105302.12768386057,southern
1368,D27,D17,97262.10641704036,eastern
1369,D27,D18,119205.8659880763,northeastern
1370,D27,D19,83144.65018443849,northeastern
1371,D27,D20,24466.65718174679,southern
1372,D27,D21,8713.241062315785,western
1373,D27,D22,66269.71956118809,western
1374,D27,D23,23554.41865363875,southern
1375,D27,D24,54893.14356939152,western
1376,D27,D25,0.0,southwestern
1377,D27,D26,41825.099526011356,western
1378,D27,D27,0.0,western
1379,D27,D28,0.0,western
1380,D27,D29,11343.975587162022,western
1381,D27,D30,35124.28854135286,southwestern
1382,D27,D31,0.0,northwestern
1383,D27,D32,24122.473376701688,western
1384,D27,D33,0.0,northwestern
1385,D27,D34,43072.98927343046,western
1386,D27,D35,58774.984595047215,northwestern
1387,D27,D36,38260.12616960352,northwestern
1388,D27,D37,46431.697617497164,western
1389,D27,D38,20014.736840632697,northwestern
1390,D27,D39,48509.40175716077,northwestern
1391,D27,D40,51286.82293614843,western
1392,D27,D41,6868.721400913634,western
1393,D27,D42,12646.062876069853,northwestern
1394,D27,D43,30279.822402028072,northwestern
1395,D27,D44,27342.677051081268,western
1396,D27,D45,35486.943529212185,northwestern
1397,D27,D46,37079.52476754245,northwestern
1398,D27,D47,29969.382129354657,northwestern
1399,D27,D48,61259.195946381464,northwestern
1400,D27,D49,30011.26211620422,northwestern
1401,D27,D50,83353.51147442941,northern
1402,D27,D51,67771.05163994276,northern
1403,D27,D52,46373.68934015664,northern
1404,D28,D1,44871.327759338594,eastern
1405,D28,D2,38330.75541763239,northern
1406,D28,D3,30788.029090848955,eastern
1407,D28,D4,18799.854174401582,northeastern
1408,D28,D5,27745.199749312207,northern
1409,D28,D6,23578.168357509036,southern
1410,D28,D7,11468.02383216909,northeastern
1411,D28,D8,53721.21126395869,southern
1412,D28,D9,59025.11415455353,northeastern
1413,D28,D10,32786.87452526602,northeastern
1414,D28,D11,9870.140140385542,northern
1415,D28,D12,32380.812125813572,northeastern
1416,D28,D13,126994.22234566759,northeastern
1417,D28,D14,148706.8479357344,northeastern
1418,D28,D15,94635.32464172406,northeastern
1419,D28,D16,119073.43304288508,southern
1420,D28,D17,120423.77945799218,eastern
1421,D28,D18,132869.97263016822,northeastern
