,DistrictA,DistrictB,distance_between,spatial_relation
1422,D28,D19,97249.34664764712,northeastern
1423,D28,D20,10575.207162434197,southern
1424,D28,D21,0.0,western
1425,D28,D22,53142.29160202038,western
1426,D28,D23,10565.918863253244,southern
1427,D28,D24,36048.0433072737,western
1428,D28,D25,0.0,southern
1429,D28,D26,29979.42014606541,western
1430,D28,D27,0.0,eastern
1431,D28,D28,0.0,western
1432,D28,D29,0.0,western
1433,D28,D30,21836.198678304303,southwestern
1434,D28,D31,0.0,northern
1435,D28,D32,5442.456191024585,northwestern
1436,D28,D33,2330.9694385784624,northern
1437,D28,D34,31033.729332784987,northwestern
1438,D28,D35,47751.335184583215,northwestern
1439,D28,D36,37855.87402781622,northwestern
1440,D28,D37,29815.167725654373,western
1441,D28,D38,24468.42000396431,northwestern
1442,D28,D39,39293.7089316129,northwestern
1443,D28,D40,31913.15130498169,western
1444,D28,D41,0.0,northwestern
1445,D28,D42,0.0,northwestern
1446,D28,D43,27712.078498057654,northwestern
1447,D28,D44,7337.93091094115,western
1448,D28,D45,28201.63225925555,northwestern
1449,D28,D46,41229.875452505396,northwestern
1450,D28,D47,36493.41247813614,northern
1451,D28,D48,67473.99030303546,northern
1452,D28,D49,40645.453901092136,northern
1453,D28,D50,94285.73675953547,northern
1454,D28,D51,79728.34876405053,northeastern
1455,D28,D52,57362.3786857972,northern
1456,D29,D1,59716.89608823984,eastern
1457,D29,D2,45499.95046522334,northern
1458,D29,D3,53075.854472813546,eastern
1459,D29,D4,32056.285457927355,northeastern
1460,D29,D5,35680.09782308064,northeastern
1461,D29,D6,41044.426891592695,southern
1462,D29,D7,25024.46094640277,eastern
1463,D29,D8,67783.44870011276,southern
1464,D29,D9,71605.68641848981,northeastern
1465,D29,D10,46044.95363425865,northeastern
1466,D29,D11,22234.22362205542,northeastern
1467,D29,D12,44484.35238055432,northeastern
1468,D29,D13,140851.82484002836,northeastern
1469,D29,D14,161450.4141049437,northeastern
1470,D29,D15,108911.43774987341,eastern
1471,D29,D16,132508.70265281,southern
1472,D29,D17,135101.7547500286,eastern
1473,D29,D18,145927.55003435133,northeastern
1474,D29,D19,111216.59599108077,northeastern
1475,D29,D20,5692.348817888398,southern
1476,D29,D21,0.0,southern
1477,D29,D22,46115.310880974204,western
1478,D29,D23,27250.961824335747,southern
1479,D29,D24,29486.55212807607,western
1480,D29,D25,15364.919685561554,southeastern
1481,D29,D26,27213.2522150854,western
1482,D29,D27,11343.975587162022,eastern
1483,D29,D28,0.0,eastern
1484,D29,D29,0.0,western
1485,D29,D30,26006.204985170913,southwestern
1486,D29,D31,6991.222802476465,northeastern
1487,D29,D32,4974.231555216449,northwestern
1488,D29,D33,8736.960457997731,northeastern
1489,D29,D34,31133.333371248304,northwestern
1490,D29,D35,47340.537293669666,northwestern
1491,D29,D36,41238.726250301275,northern
1492,D29,D37,27815.51605952343,western
1493,D29,D38,28407.98777675997,northern
1494,D29,D39,39686.95966695964,northwestern
1495,D29,D40,26889.62561943571,western
1496,D29,D41,3119.8814415699903,northeastern
1497,D29,D42,0.0,northern
1498,D29,D43,30553.173989791485,northern
1499,D29,D44,3359.673663512222,western
1500,D29,D45,30442.96759188089,northwestern
1501,D29,D46,45193.10517979218,northern
1502,D29,D47,42733.618961811124,northern
1503,D29,D48,71449.62087105405,northern
1504,D29,D49,48496.78906135807,northern
1505,D29,D50,103627.18246304963,northeastern
1506,D29,D51,90350.73076599042,northeastern
1507,D29,D52,67311.91518174754,northeastern
1508,D30,D1,89755.43843623906,northeastern
1509,D30,D2,82006.79498947962,northeastern
1510,D30,D3,66448.65175775481,eastern
1511,D30,D4,68293.39791439765,northeastern
1512,D30,D5,72486.21562985264,northeastern
1513,D30,D6,64123.04912063113,southern
1514,D30,D7,56858.67475502794,northeastern
1515,D30,D8,102149.83502455988,southern
1516,D30,D9,108462.82524095084,northeastern
1517,D30,D10,82274.17545279677,northeastern
1518,D30,D11,59191.44129682518,northeastern
1519,D30,D12,81670.899148431,northeastern
1520,D30,D13,175208.3382499415,northeastern
1521,D30,D14,198200.60654413977,northeastern
1522,D30,D15,139760.6067133139,northeastern
1523,D30,D16,168329.23313148305,southern
1524,D30,D17,164659.66918977603,northeastern
1525,D30,D18,182328.22789035743,northeastern
1526,D30,D19,145685.3574257876,northeastern
1527,D30,D20,0.0,southern
1528,D30,D21,7362.44334971612,northeastern
1529,D30,D22,0.0,northwestern
1530,D30,D23,8089.445798192074,southern
1531,D30,D24,36013.450145096846,northwestern
1532,D30,D25,0.0,eastern
1533,D30,D26,0.0,northwestern
1534,D30,D27,35124.28854135286,northeastern
1535,D30,D28,21836.198678304303,northeastern
1536,D30,D29,26006.204985170913,northeastern
1537,D30,D30,0.0,western
1538,D30,D31,44136.9161160055,northeastern
1539,D30,D32,37353.02970099476,northern
1540,D30,D33,46155.09017262527,northeastern
1541,D30,D34,57923.55190675648,northern
1542,D30,D35,72602.0018029244,northern
1543,D30,D36,73335.38934816624,northern
1544,D30,D37,52988.00867986614,northwestern
1545,D30,D38,62330.079222182,northeastern
1546,D30,D39,68621.88656463393,northern
1547,D30,D40,41068.929305348305,northern
1548,D30,D41,38026.69310766533,northeastern
1549,D30,D42,30736.538222370396,northeastern
1550,D30,D43,62435.14447995914,northern
1551,D30,D44,26925.88703257522,northern
1552,D30,D45,61285.542202456185,northern
1553,D30,D46,78853.11107420678,northern
1554,D30,D47,78587.58838603785,northeastern
1555,D30,D48,104478.5477991705,northern
1556,D30,D49,83331.41684118273,northeastern
1557,D30,D50,140617.26265263802,northeastern
1558,D30,D51,127774.09819352764,northeastern
1559,D30,D52,104680.39511922777,northeastern
1560,D31,D1,42650.241752526395,eastern
1561,D31,D2,31195.514198904835,northern
1562,D31,D3,46149.05871420402,eastern
1563,D31,D4,12624.708305977383,northeastern
1564,D31,D5,20430.81775025466,northern
1565,D31,D6,29962.607691344852,southern
1566,D31,D7,7630.694703186941,eastern
1567,D31,D8,48053.40963801098,southern
1568,D31,D9,52741.988186662165,northeastern
1569,D31,D10,26648.077561610135,northeastern
1570,D31,D11,3556.8602058263036,northeastern
1571,D31,D12,26059.059811006224,northeastern
1572,D31,D13,121183.59553998591,northeastern
1573,D31,D14,142485.891776955,northeastern
1574,D31,D15,90397.20472023862,eastern
1575,D31,D16,113069.1902561711,southern
1576,D31,D17,117343.94793998485,eastern
1577,D31,D18,126727.01488655744,northeastern
1578,D31,D19,91504.80643098372,northeastern
1579,D31,D20,24601.76862017697,southern
1580,D31,D21,14808.196610758447,southwestern
1581,D31,D22,65140.7318018936,southwestern
1582,D31,D23,40943.07764377022,southern
1583,D31,D24,47156.712538801876,western
1584,D31,D25,22913.20946741778,southern
1585,D31,D26,45919.85072771143,southwestern
1586,D31,D27,0.0,southeastern
1587,D31,D28,0.0,southern
1588,D31,D29,6991.222802476465,southwestern
1589,D31,D30,44136.9161160055,southwestern
1590,D31,D31,0.0,western
1591,D31,D32,14594.806147829557,western
1592,D31,D33,0.0,northwestern
1593,D31,D34,34440.13790030883,western
1594,D31,D35,50806.976175429525,northwestern
1595,D31,D36,34263.523764072605,northwestern
1596,D31,D37,36623.612288610326,western
1597,D31,D38,18165.438776715244,northwestern
1598,D31,D39,41201.37078906548,northwestern
1599,D31,D40,41615.50676525506,western
1600,D31,D41,0.0,western
1601,D31,D42,6854.252365225597,western
1602,D31,D43,25042.004316992312,northwestern
1603,D31,D44,18199.46349630324,western
1604,D31,D45,28169.662452508313,northwestern
1605,D31,D46,35138.79523379577,northwestern
1606,D31,D47,29725.894809482666,northwestern
1607,D31,D48,61334.72069981726,northwestern
1608,D31,D49,33308.23174867675,northern
1609,D31,D50,87016.30149359911,northern
1610,D31,D51,72863.90555719503,northeastern
1611,D31,D52,50197.05555901582,northern
1612,D32,D1,67160.52390704579,eastern
1613,D32,D2,28911.69920670204,northeastern
1614,D32,D3,68620.82722493618,eastern
1615,D32,D4,31384.078829867733,eastern
1616,D32,D5,21439.5790782794,northeastern
1617,D32,D6,55005.59076675571,southern
1618,D32,D7,34199.85858954895,eastern
1619,D32,D8,66542.47623108972,southern
1620,D32,D9,64392.047307058965,northeastern
1621,D32,D10,42449.34054688272,eastern
1622,D32,D11,16049.561112256682,eastern
1623,D32,D12,35897.236675234366,northeastern
1624,D32,D13,136503.75838958233,eastern
1625,D32,D14,152348.46123754402,northeastern
1626,D32,D15,111247.50899135959,eastern
1627,D32,D16,126242.18571007508,southern
1628,D32,D17,139604.19101031305,eastern
1629,D32,D18,138039.39191972057,northeastern
1630,D32,D19,106867.18345176092,northeastern
1631,D32,D20,8888.842484350012,southern
1632,D32,D21,4622.745203187308,southeastern
1633,D32,D22,44899.95573246717,southwestern
1634,D32,D23,41046.564356387105,southern
1635,D32,D24,22467.223818533254,western
1636,D32,D25,31756.674089547018,southeastern
1637,D32,D26,24439.848943785884,southwestern
1638,D32,D27,24122.473376701688,eastern
1639,D32,D28,5442.456191024585,southeastern
1640,D32,D29,4974.231555216449,southeastern
1641,D32,D30,37353.02970099476,southern
1642,D32,D31,14594.806147829557,eastern
1643,D32,D32,0.0,western
1644,D32,D33,5582.252671877165,eastern
1645,D32,D34,681.1091781569335,northwestern
1646,D32,D35,17128.15399190561,northwestern
1647,D32,D36,10986.942264305768,northern
1648,D32,D37,4959.090259808143,western
1649,D32,D38,7166.026556507465,northeastern
1650,D32,D39,8316.813777322155,northwestern
1651,D32,D40,11644.354074728742,western
1652,D32,D41,2004.9228870660188,eastern
1653,D32,D42,0.0,eastern
1654,D32,D43,1628.459546749284,northern
1655,D32,D44,0.0,southwestern
1656,D32,D45,0.0,northern
1657,D32,D46,18340.931583884623,northern
1658,D32,D47,23747.862535313718,northeastern
1659,D32,D48,42075.14930834986,northern
1660,D32,D49,24403.14723338498,northeastern
1661,D32,D50,84407.76209639567,northeastern
1662,D32,D51,76594.85208313967,northeastern
1663,D32,D52,52300.88442043888,northeastern
1664,D33,D1,41447.464517034634,eastern
1665,D33,D2,21190.109102957536,northern
1666,D33,D3,49751.47358458532,eastern
1667,D33,D4,8271.436636264623,eastern
1668,D33,D5,10425.023986803599,northern
1669,D33,D6,32275.177218179488,southern
1670,D33,D7,8218.761406945005,eastern
1671,D33,D8,43703.828120990875,southern
1672,D33,D9,44150.2654985817,northeastern
1673,D33,D10,19948.27814172697,northeastern
1674,D33,D11,0.0,northeastern
1675,D33,D12,16818.36649430617,northeastern
1676,D33,D13,115047.7025421649,eastern
1677,D33,D14,133848.35415051566,northeastern
1678,D33,D15,87858.62239479502,eastern
1679,D33,D16,105754.49929777606,southern
1680,D33,D17,115379.10440071036,eastern
1681,D33,D18,118620.41872047531,northeastern
1682,D33,D19,85340.63399196867,northeastern
1683,D33,D20,24668.206466205927,southern
1684,D33,D21,17038.327858518438,southwestern
1685,D33,D22,63051.476086907714,southwestern
1686,D33,D23,43525.470457637624,southern
1687,D33,D24,42902.763359813725,western
1688,D33,D25,27511.838677392458,southern
1689,D33,D26,43785.39569542489,southwestern
1690,D33,D27,0.0,southeastern
1691,D33,D28,2330.9694385784624,southern
1692,D33,D29,8736.960457997731,southwestern
1693,D33,D30,46155.09017262527,southwestern
1694,D33,D31,0.0,southeastern
1695,D33,D32,5582.252671877165,western
1696,D33,D33,0.0,western
1697,D33,D34,23756.937329833636,western
1698,D33,D35,40005.19593599921,northwestern
1699,D33,D36,23606.507683167973,northwestern
1700,D33,D37,27101.91908607654,western
1701,D33,D38,7207.663682535028,northwestern
1702,D33,D39,30352.065352638136,northwestern
1703,D33,D40,34423.461806865984,western
1704,D33,D41,0.0,southwestern
1705,D33,D42,0.0,western
1706,D33,D43,14842.80576421212,northwestern
1707,D33,D44,14050.271529992173,western
1708,D33,D45,17415.456584803447,northwestern
1709,D33,D46,24177.185133925854,northwestern
1710,D33,D47,19225.9917679043,northern
1711,D33,D48,50359.56703422655,northern
1712,D33,D49,22958.204340149205,northern
1713,D33,D50,76661.02389041925,northeastern
1714,D33,D51,62625.967520912,northeastern
1715,D33,D52,39854.485322539695,northern
1716,D34,D1,81688.91216037249,eastern
1717,D34,D2,34870.66641672282,eastern
1718,D34,D3,92126.8918118748,eastern
1719,D34,D4,46665.30431396901,eastern
1720,D34,D5,30600.306610363135,eastern
1721,D34,D6,75852.58462568911,southern
1722,D34,D7,51968.360472383385,eastern
1723,D34,D8,80263.60697425107,southern
1724,D34,D9,74785.92399755544,eastern
1725,D34,D10,56105.26883532657,eastern
1726,D34,D11,29029.416670050083,eastern
1727,D34,D12,45560.37390552491,eastern
1728,D34,D13,146528.75671769964,eastern
1729,D34,D14,157318.00397165015,northeastern
1730,D34,D15,125155.18586951369,eastern
1731,D34,D16,134456.3008587888,southern
1732,D34,D17,154298.69324586916,eastern
1733,D34,D18,144549.95884183966,eastern
1734,D34,D19,116430.5941669637,eastern
1735,D34,D20,25314.174135382862,southern
1736,D34,D21,27106.174543699686,southeastern
1737,D34,D22,43313.7244261474,southwestern
1738,D34,D23,65572.89400131196,southern
1739,D34,D24,19345.880719258734,southwestern
1740,D34,D25,55664.73851135094,southeastern
1741,D34,D26,27189.430197648555,southern
1742,D34,D27,43072.98927343046,eastern
1743,D34,D28,31033.729332784987,southeastern
1744,D34,D29,31133.333371248304,southeastern
1745,D34,D30,57923.55190675648,southern
1746,D34,D31,34440.13790030883,eastern
1747,D34,D32,681.1091781569335,southeastern
1748,D34,D33,23756.937329833636,eastern
1749,D34,D34,0.0,western
1750,D34,D35,1591.3099263790066,northwestern
1751,D34,D36,12036.670471430134,northeastern
1752,D34,D37,0.0,western
1753,D34,D38,14271.276570445205,eastern
1754,D34,D39,0.0,northern
1755,D34,D40,5537.563399386053,southwestern
1756,D34,D41,25658.411386715594,eastern
1757,D34,D42,6749.659147061249,eastern
1758,D34,D43,8406.930626579018,eastern
1759,D34,D44,0.0,southern
1760,D34,D45,0.0,northeastern
1761,D34,D46,20605.09260141805,northeastern
1762,D34,D47,28019.411542160233,northeastern
1763,D34,D48,39363.813375951264,northeastern
1764,D34,D49,25984.261428980022,northeastern
1765,D34,D50,84943.53328992391,northeastern
1766,D34,D51,80260.04098808447,northeastern
1767,D34,D52,55916.82257948806,northeastern
1768,D35,D1,93313.56400989612,eastern
1769,D35,D2,43471.58810576852,eastern
1770,D35,D3,108570.17903643432,eastern
1771,D35,D4,60351.71396980138,eastern
1772,D35,D5,40604.621819217595,eastern
1773,D35,D6,91910.12307675988,southern
1774,D35,D7,67685.59472395427,eastern
1775,D35,D8,91302.49797245278,southern
1776,D35,D9,79674.36092840087,eastern
1777,D35,D10,61359.35369320001,eastern
1778,D35,D11,40935.63659572902,eastern
1779,D35,D12,54772.88306729571,eastern
1780,D35,D13,143935.59585964432,eastern
1781,D35,D14,141239.58881276718,eastern
1782,D35,D15,129129.68343389565,eastern
1783,D35,D16,129053.60903191374,southern
1784,D35,D17,165746.25057758795,eastern
1785,D35,D18,134605.9929932199,eastern
1786,D35,D19,109584.33312506312,eastern
1787,D35,D20,36701.933529270966,southern
1788,D35,D21,43629.714442572535,southeastern
1789,D35,D22,45340.78636349919,southern
1790,D35,D23,82106.96441228196,southern
1791,D35,D24,18354.47788657416,southern
1792,D35,D25,72198.06759377354,southeastern
1793,D35,D26,36427.36076973552,southern
1794,D35,D27,58774.984595047215,southeastern
1795,D35,D28,47751.335184583215,southeastern
1796,D35,D29,47340.537293669666,southeastern
1797,D35,D30,72602.0018029244,southern
1798,D35,D31,50806.976175429525,southeastern
1799,D35,D32,17128.15399190561,southeastern
1800,D35,D33,40005.19593599921,southeastern
1801,D35,D34,1591.3099263790066,southeastern
1802,D35,D35,0.0,western
1803,D35,D36,19735.727417198,eastern
1804,D35,D37,0.0,southern
1805,D35,D38,26231.046396026584,eastern
1806,D35,D39,0.0,eastern
1807,D35,D40,15015.2359185246,southern
1808,D35,D41,42399.82256836128,southeastern
1809,D35,D42,21786.275999582922,southeastern
1810,D35,D43,19825.36412605646,eastern
1811,D35,D44,14660.695547439936,southeastern
1812,D35,D45,7725.917285772811,southeastern
1813,D35,D46,23255.33174412104,eastern
1814,D35,D47,34471.78292536357,eastern
1815,D35,D48,0.0,northeastern
1816,D35,D49,25916.14715309599,eastern
1817,D35,D50,58136.050985012516,northeastern
1818,D35,D51,67666.28091758201,eastern
1819,D35,D52,38493.75572847816,eastern
1820,D36,D1,64991.38964429826,eastern
1821,D36,D2,14374.54683141974,eastern
1822,D36,D3,88396.06733743682,southeastern
1823,D36,D4,34815.183136085776,eastern
1824,D36,D5,12084.933931484278,eastern
1825,D36,D6,71800.12467468827,southern
1826,D36,D7,46573.084119900974,eastern
1827,D36,D8,62563.713294134024,southern
1828,D36,D9,54128.43759026229,eastern
1829,D36,D10,35140.1879289287,eastern
1830,D36,D11,16038.505584516894,eastern
1831,D36,D12,25830.96577569664,eastern
1832,D36,D13,125222.56210364171,eastern
1833,D36,D14,134539.69221489635,northeastern
1834,D36,D15,104852.06027256773,eastern
1835,D36,D16,112858.285518717,southern
1836,D36,D17,137001.3031407012,eastern
1837,D36,D18,122464.3113508525,eastern
1838,D36,D19,95102.41476359646,eastern
1839,D36,D20,42791.96056223931,southern
1840,D36,D21,40488.70250938237,southern
1841,D36,D22,70353.83539229752,southwestern
1842,D36,D23,77219.92734391501,southern
1843,D36,D24,47708.565956468796,southwestern
1844,D36,D25,64495.5779009958,southeastern
1845,D36,D26,51929.321733247285,southwestern
1846,D36,D27,38260.12616960352,southeastern
1847,D36,D28,37855.87402781622,southeastern
1848,D36,D29,41238.726250301275,southern
1849,D36,D30,73335.38934816624,southern
1850,D36,D31,34263.523764072605,southeastern
1851,D36,D32,10986.942264305768,southern
1852,D36,D33,23606.507683167973,southeastern
1853,D36,D34,12036.670471430134,southwestern
1854,D36,D35,19735.727417198,western
1855,D36,D36,0.0,western
1856,D36,D37,19851.183540598344,southwestern
1857,D36,D38,0.0,southeastern
1858,D36,D39,0.0,northwestern
1859,D36,D40,32185.150827976093,southwestern
1860,D36,D41,30013.729558361312,southeastern
1861,D36,D42,9347.13852389873,southeastern
1862,D36,D43,0.0,southern
1863,D36,D44,15031.41211799532,southwestern
1864,D36,D45,0.0,southwestern
1865,D36,D46,0.0,northeastern
1866,D36,D47,6537.486118488246,eastern
1867,D36,D48,16660.865963787946,northern
1868,D36,D49,3641.070611341819,northeastern
1869,D36,D50,61003.880593905094,northeastern
1870,D36,D51,57322.183441516085,northeastern
1871,D36,D52,33570.22410073506,northeastern
1872,D37,D1,89187.18297585782,eastern
1873,D37,D2,43374.774994232575,eastern
1874,D37,D3,92801.84515151585,eastern
1875,D37,D4,53300.65598981632,eastern
1876,D37,D5,39783.11097649702,eastern
1877,D37,D6,78089.14146224869,southern
1878,D37,D7,55575.15183286041,eastern
1879,D37,D8,88092.77815536199,southern
1880,D37,D9,83357.56847078544,eastern
1881,D37,D10,63960.85013076682,eastern
1882,D37,D11,37200.74185943928,eastern
1883,D37,D12,54489.586104480644,eastern
1884,D37,D13,154414.61587649724,eastern
1885,D37,D14,163180.9967567996,northeastern
1886,D37,D15,133000.93846740696,eastern
1887,D37,D16,141762.40314126623,southern
1888,D37,D17,161541.43275373342,eastern
1889,D37,D18,151084.92096642184,eastern
1890,D37,D19,124160.51656368894,eastern
1891,D37,D20,18150.593448645614,southern
1892,D37,D21,23071.62300401151,southeastern
1893,D37,D22,24165.601295967695,southern
1894,D37,D23,61610.318408074796,southern
1895,D37,D24,0.0,southwestern
1896,D37,D25,51656.72327081344,southeastern
1897,D37,D26,16596.782773433566,southern
1898,D37,D27,46431.697617497164,eastern
1899,D37,D28,29815.167725654373,eastern
1900,D37,D29,27815.51605952343,eastern
1901,D37,D30,52988.00867986614,southeastern
1902,D37,D31,36623.612288610326,eastern
1903,D37,D32,4959.090259808143,eastern
1904,D37,D33,27101.91908607654,eastern
1905,D37,D34,0.0,eastern
1906,D37,D35,0.0,northern
1907,D37,D36,19851.183540598344,northeastern
1908,D37,D37,0.0,western
1909,D37,D38,23378.583637221433,eastern
1910,D37,D39,0.0,northeastern
1911,D37,D40,0.0,southeastern
1912,D37,D41,25204.525149020967,eastern
1913,D37,D42,12778.83210688015,eastern
1914,D37,D43,18094.675382653,eastern
1915,D37,D44,0.0,southeastern
1916,D37,D45,6301.785474471882,eastern
1917,D37,D46,27433.97740955968,northeastern
1918,D37,D47,35697.940027143246,eastern
1919,D37,D48,39655.99738540656,northeastern
1920,D37,D49,31617.238946754554,northeastern
1921,D37,D50,87128.15277155195,northeastern
1922,D37,D51,85869.99503136662,northeastern
1923,D37,D52,61429.90292599322,northeastern
1924,D38,D1,50633.6461249054,eastern
1925,D38,D2,3740.60078372987,northeastern
1926,D38,D3,69929.36834357402,southeastern
1927,D38,D4,18244.711324567856,eastern
1928,D38,D5,0.0,eastern
1929,D38,D6,53396.228982671026,southern
1930,D38,D7,28118.57679220168,eastern
1931,D38,D8,48980.576471357715,southern
1932,D38,D9,42879.868729736256,eastern
1933,D38,D10,24548.801342427683,eastern
1934,D38,D11,0.0,eastern
1935,D38,D12,13664.832167869445,eastern
1936,D38,D13,114936.01176479114,eastern
1937,D38,D14,128028.97934209104,northeastern
1938,D38,D15,93168.14731965495,eastern
1939,D38,D16,103437.57464467296,southern
1940,D38,D17,123238.6696601484,eastern
1941,D38,D18,114394.56378286512,northeastern
1942,D38,D19,84919.66010193218,eastern
1943,D38,D20,33231.30141429525,southern
1944,D38,D21,29806.44119667301,southern
1945,D38,D22,66822.09397585447,southwestern
1946,D38,D23,64555.026870045775,southern
1947,D38,D24,43922.42675757244,southwestern
1948,D38,D25,50094.37925163706,southern
1949,D38,D26,46814.08707967581,southwestern
1950,D38,D27,20014.736840632697,southeastern
1951,D38,D28,24468.42000396431,southeastern
1952,D38,D29,28407.98777675997,southern
1953,D38,D30,62330.079222182,southwestern
1954,D38,D31,18165.438776715244,southeastern
1955,D38,D32,7166.026556507465,southwestern
1956,D38,D33,7207.663682535028,southeastern
1957,D38,D34,14271.276570445205,western
1958,D38,D35,26231.046396026584,western
1959,D38,D36,0.0,northwestern
1960,D38,D37,23378.583637221433,western
1961,D38,D38,0.0,western
1962,D38,D39,9605.263809802977,northwestern
1963,D38,D40,30885.999528778793,southwestern
1964,D38,D41,15924.808265508713,southern
1965,D38,D42,0.0,southern
1966,D38,D43,0.0,western
1967,D38,D44,13070.484122580465,southwestern
1968,D38,D45,5067.765368765275,western
1969,D38,D46,0.0,northwestern
1970,D38,D47,0.0,northeastern
1971,D38,D48,23799.44591182365,northern
1972,D38,D49,0.0,northeastern
1973,D38,D50,59647.373883576896,northeastern
1974,D38,D51,51852.46900673633,northeastern
1975,D38,D52,27606.573643163738,northeastern
1976,D39,D1,69553.68569671246,eastern
1977,D39,D2,17989.600467536726,eastern
1978,D39,D3,98462.42864786842,southeastern
1979,D39,D4,43507.548566381636,eastern
1980,D39,D5,20701.01944504489,eastern
1981,D39,D6,81694.52347114871,southern
1982,D39,D7,53593.015508997785,eastern
1983,D39,D8,63130.50015105196,southern
1984,D39,D9,51129.0372103475,eastern
1985,D39,D10,32774.119706907484,eastern
1986,D39,D11,26576.421942250956,eastern
1987,D39,D12,30856.136543048127,eastern
1988,D39,D13,117244.65761905929,eastern
1989,D39,D14,120902.83709407174,eastern
1990,D39,D15,101015.69341793067,eastern
1991,D39,D16,103052.1601017675,southern
1992,D39,D17,137487.0686814855,eastern
1993,D39,D18,110421.15993957438,eastern
1994,D39,D19,84788.27118903612,eastern
1995,D39,D20,36731.00050831401,southern
1996,D39,D21,37089.12460286869,southeastern
1997,D39,D22,55067.351420326006,southwestern
1998,D39,D23,75271.34970651887,southern
1999,D39,D24,30126.625164885147,southwestern
2000,D39,D25,65527.27881535853,southeastern
2001,D39,D26,38983.651126802215,southern
2002,D39,D27,48509.40175716077,southeastern
2003,D39,D28,39293.7089316129,southeastern
2004,D39,D29,39686.95966695964,southeastern
2005,D39,D30,68621.88656463393,southern
2006,D39,D31,41201.37078906548,southeastern
2007,D39,D32,8316.813777322155,southeastern
2008,D39,D33,30352.065352638136,southeastern
2009,D39,D34,0.0,southern
2010,D39,D35,0.0,western
2011,D39,D36,0.0,southeastern
2012,D39,D37,0.0,southwestern
2013,D39,D38,9605.263809802977,southeastern
2014,D39,D39,0.0,western
2015,D39,D40,17268.53453855557,southwestern
2016,D39,D41,33849.5596894843,southeastern
2017,D39,D42,11789.296003132806,southeastern
2018,D39,D43,8721.04883373221,southeastern
2019,D39,D44,7748.043620477229,southern
2020,D39,D45,0.0,southeastern
2021,D39,D46,0.0,eastern
2022,D39,D47,6080.514390044668,eastern
2023,D39,D48,0.0,northeastern
2024,D39,D49,0.0,eastern
2025,D39,D50,42487.33237126521,northeastern
2026,D39,D51,44009.921740103346,eastern
2027,D39,D52,16927.789261162754,eastern
2028,D40,D1,96578.80642702259,eastern
2029,D40,D2,52891.390425087506,northeastern
2030,D40,D3,94775.21815310957,eastern
2031,D40,D4,60962.23787712617,eastern
2032,D40,D5,47343.52816151534,eastern
2033,D40,D6,82131.41942076053,southern
2034,D40,D7,61846.72722029561,eastern
2035,D40,D8,95817.43450648639,southern
2036,D40,D9,91790.6248101825,eastern
2037,D40,D10,71685.7699309765,eastern
2038,D40,D11,44884.65703771486,eastern
2039,D40,D12,62514.22787556384,eastern
2040,D40,D13,164086.60070518928,eastern
2041,D40,D14,176849.00365635345,northeastern
2042,D40,D15,140716.90201707755,eastern
2043,D40,D16,152794.04387277926,southern
2044,D40,D17,169206.17658157216,eastern
2045,D40,D18,163585.0165300266,northeastern
2046,D40,D19,134165.02426486913,eastern
2047,D40,D20,5665.596893349544,southern
2048,D40,D21,18981.264051398488,eastern
2049,D40,D22,19629.32193779747,southwestern
2050,D40,D23,55571.00829331578,southern
2051,D40,D24,0.0,southwestern
2052,D40,D25,44648.75329270927,southeastern
2053,D40,D26,4766.340183046042,southern
2054,D40,D27,51286.82293614843,eastern
2055,D40,D28,31913.15130498169,eastern
2056,D40,D29,26889.62561943571,eastern
2057,D40,D30,41068.929305348305,southern
2058,D40,D31,41615.50676525506,eastern
2059,D40,D32,11644.354074728742,eastern
2060,D40,D33,34423.461806865984,eastern
2061,D40,D34,5537.563399386053,northeastern
2062,D40,D35,15015.2359185246,northern
2063,D40,D36,32185.150827976093,northeastern
2064,D40,D37,0.0,northwestern
2065,D40,D38,30885.999528778793,northeastern
2066,D40,D39,17268.53453855557,northeastern
2067,D40,D40,0.0,western
2068,D40,D41,29008.02621709077,eastern
2069,D40,D42,20501.573249003224,eastern
2070,D40,D43,25510.87252772222,northeastern
2071,D40,D44,0.0,eastern
2072,D40,D45,16439.897605781054,northeastern
2073,D40,D46,40561.87706402352,northeastern
2074,D40,D47,47276.67670142305,northeastern
2075,D40,D48,59447.89290817493,northeastern
2076,D40,D49,46431.1795693998,northeastern
2077,D40,D50,105573.62509705023,northeastern
2078,D40,D51,100080.30774394584,northeastern
2079,D40,D52,75691.31713907934,northeastern
2080,D41,D1,53333.54969487544,eastern
2081,D41,D2,31730.18106786675,northern
2082,D41,D3,52220.46159931209,eastern
2083,D41,D4,22642.363767784667,northeastern
2084,D41,D5,21953.99792152112,northeastern
2085,D41,D6,37647.9114354397,southern
2086,D41,D7,18238.936405091077,eastern
2087,D41,D8,58810.469971089246,southern
2088,D41,D9,60119.382725416355,northeastern
2089,D41,D10,35674.66563686825,northeastern
2090,D41,D11,10116.488096949337,northeastern
2091,D41,D12,32785.984149719814,northeastern
2092,D41,D13,130830.86310113718,northeastern
2093,D41,D14,149733.25306948437,northeastern
2094,D41,D15,101224.9183498009,eastern
2095,D41,D16,121708.76445112615,southern
2096,D41,D17,128115.79823079998,eastern
2097,D41,D18,134587.7359845896,northeastern
2098,D41,D19,101137.80583497719,northeastern
2099,D41,D20,15005.910569502237,southern
